#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 5 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>Definitive 5minute
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            5minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                  
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_m
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html    
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_5min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 5 minute
#     LOGICAL_SOURCE                  omni_hro_5min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 5-minute IMF and Plasma, and Energetic Proton Fluxes,                       
#                                      Time-Shifted to the Nose  of the Earth's Bow Shock, plus Magnetic Indices                             
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_5min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/OMNI/PT5M
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Bz (nT), GSM, determined from post-shift GSE components
#  3. Vx Velocity (km/s), GSE
#  4. Temperature (K)
#  5. Electric Field (mV/m)
#       NOTES:  Derived parameters are obtained from the following equations. Electric field = -V(km/s) * Bz (nT; GSM) * 10**-3
#  6. Plasma beta
#       NOTES:  Derived parameters are obtained from the following equations. Plasma beta = [(T*4.16/10**5) + 5.34] * Np / B**2 (B in nT)
#  7. Bow Shock Nose (Re) location, X, GSE
#  8. SYM/H - 5-minute SYM/H index,from WDC Kyoto (1981/001-2017/059)
#
EPOCH_TIME                    BZ,_GSM VX_VELOCITY,_GSE   TEMPERATURE ELECTRIC_FIELD   PLASMA_BETA  X_(BSN),_GSE SYM/H_INDEX
dd-mm-yyyy hh:mm:ss.ms             nT             km/s             K           mV/m                          Re          nT
05-10-2015 20:50:00.000      0.220000         -438.100       37801.0      -0.100000      0.930000       14.1900         -17
05-10-2015 20:55:00.000     -0.550000         -437.100       35882.0       0.240000      0.870000       14.2800         -18
05-10-2015 21:00:00.000      0.190000         -435.700       34410.0      -0.140000      0.870000       14.3600         -18
05-10-2015 21:05:00.000      0.450000         -433.900       29352.0      -0.200000      0.690000       14.5700         -19
05-10-2015 21:10:00.000     -0.710000         -435.000       37604.0       0.310000      0.840000       14.2900         -18
05-10-2015 21:15:00.000     -0.560000         -434.200       30380.0       0.240000      0.730000       14.4500         -19
05-10-2015 21:20:00.000     -0.930000         -430.700       39045.0       0.180000      0.820000       14.2500         -18
05-10-2015 21:25:00.000      -3.15000         -441.000       42701.0        1.39000      0.960000       13.7400         -18
05-10-2015 21:30:00.000      -2.88000         -440.200       39452.0        1.27000      0.920000       13.8300         -18
05-10-2015 21:35:00.000      -2.48000         -437.600       37273.0        1.09000      0.900000       13.9000         -18
05-10-2015 21:40:00.000      -2.51000         -439.300       37966.0        1.10000      0.930000       13.7800         -18
05-10-2015 21:45:00.000      -2.87000         -437.100       35072.0        1.25000      0.890000       13.7400         -18
05-10-2015 21:50:00.000      -2.92000         -435.800       35935.0        1.28000      0.910000       13.7000         -18
05-10-2015 21:55:00.000      -3.01000         -435.900       40667.0        1.31000      0.930000       13.7100         -19
05-10-2015 22:00:00.000      -3.24000         -435.400       35755.0        1.41000      0.840000       13.8100         -20
05-10-2015 22:05:00.000      -3.50000         -434.800       35153.0        1.52000      0.840000       13.7200         -21
05-10-2015 22:10:00.000      -2.95000         -430.900       34706.0        1.27000      0.840000       13.7800         -22
05-10-2015 22:15:00.000      -2.90000         -426.300       38710.0        1.24000      0.920000       13.7800         -22
05-10-2015 22:20:00.000      -2.85000         -425.900       33007.0        1.20000      0.790000       14.0500         -23
05-10-2015 22:25:00.000      -2.47000         -424.200       35770.0        1.05000      0.880000       13.8600         -22
05-10-2015 22:30:00.000      -2.43000         -424.200       43214.0        1.03000       1.08000       13.5900         -22
05-10-2015 22:35:00.000      -2.51000         -423.300       38553.0        1.06000      0.930000       13.7400         -23
05-10-2015 22:40:00.000      -2.86000         -425.500       32080.0        1.21000      0.870000       13.7900         -23
05-10-2015 22:45:00.000      -2.90000         -424.200       40605.0        1.23000      0.960000       13.6100         -23
05-10-2015 22:50:00.000      -2.95000         -429.600       43581.0        1.27000       1.07000       13.5200         -24
05-10-2015 22:55:00.000      -3.02000         -431.400       34886.0        1.31000      0.900000       13.7300         -24
05-10-2015 23:00:00.000      -3.34000         -426.900       38927.0        1.43000      0.940000       13.6200         -25
05-10-2015 23:05:00.000      -3.00000         -425.900       39084.0        1.28000      0.940000       13.7000         -26
05-10-2015 23:10:00.000      -3.04000         -423.400       41854.0        1.28000      0.960000       13.7100         -27
05-10-2015 23:15:00.000      -3.07000         -424.500       36130.0        1.31000      0.830000       13.7900         -27
05-10-2015 23:20:00.000      -2.96000         -425.100       39116.0        1.26000      0.920000       13.6600         -27
05-10-2015 23:25:00.000      -2.91000         -425.400       40656.0        1.24000      0.940000       13.7800         -26
05-10-2015 23:30:00.000      -2.70000         -424.900       40593.0        1.15000      0.950000       13.7900         -26
05-10-2015 23:35:00.000      -2.80000         -425.200       40959.0        1.19000      0.940000       13.7700         -26
05-10-2015 23:40:00.000      -2.52000         -423.000       36485.0        1.07000      0.870000       13.9900         -26
05-10-2015 23:45:00.000      -2.11000         -420.700       42659.0       0.890000       1.04000       13.9600         -25
05-10-2015 23:50:00.000      -2.04000         -419.000       46354.0       0.810000       1.05000       13.3200         -25
05-10-2015 23:55:00.000      -2.24000         -421.800       44336.0       0.950000       1.28000       13.3700         -24
06-10-2015 00:00:00.000      -2.72000         -421.900       36838.0        1.14000      0.920000       13.9600         -25
06-10-2015 00:05:00.000      -3.03000         -424.900       44467.0        1.29000       1.12000       13.5300         -25
06-10-2015 00:10:00.000      -3.10000         -424.000       37460.0        1.32000       1.28000       13.2000         -25
06-10-2015 00:15:00.000      -3.28000         -424.600       47013.0        1.39000       1.25000       13.3600         -24
06-10-2015 00:20:00.000      -3.19000         -427.500       45589.0        1.36000       1.23000       13.3500         -24
06-10-2015 00:25:00.000      -3.61000         -437.700       38021.0        1.58000       1.34000       13.0000         -24
06-10-2015 00:30:00.000      -3.67000         -437.600       36859.0        1.61000       1.48000       12.7800         -23
06-10-2015 00:35:00.000      -3.18000         -436.400       32471.0        1.39000       1.36000       13.1100         -21
06-10-2015 00:40:00.000      -3.59000         -432.200       38024.0        1.55000       1.71000       12.7000         -21
06-10-2015 00:45:00.000      -2.66000         -442.100       35710.0        1.17000       1.99000       12.6300         -21
06-10-2015 00:50:00.000      -3.12000         -444.900       36500.0        1.39000       1.76000       12.5500         -20
06-10-2015 00:55:00.000      -3.64000         -442.500       33102.0        1.61000       1.66000       12.5900         -20
06-10-2015 01:00:00.000      -3.69000         -441.100       35462.0        1.59000       1.88000       12.6200         -20
06-10-2015 01:05:00.000      -3.56000         -437.300       30691.0        1.56000       1.75000       12.7700         -20
06-10-2015 01:10:00.000      -3.66000         -434.400       33311.0        1.59000       1.80000       12.7700         -20
06-10-2015 01:15:00.000      -3.41000         -434.000       33096.0        1.48000       1.92000       12.6100         -20
06-10-2015 01:20:00.000      -3.40000         -433.100       26130.0        1.47000       1.61000       12.8000         -19
06-10-2015 01:25:00.000      -2.76000         -434.000       34381.0        1.20000       1.95000       12.8400         -19
06-10-2015 01:30:00.000      -2.84000         -428.400       37747.0        1.27000       1.81000       13.0300         -21
06-10-2015 01:35:00.000      -1.78000         -414.500       40028.0       0.680000       2.05000       13.3100         -23
06-10-2015 01:40:00.000      -1.68000         -412.100       33959.0       0.530000       2.39000       12.9200         -24
06-10-2015 01:45:00.000      -2.76000         -430.300       37974.0        1.19000       2.19000       13.1800         -23
06-10-2015 01:50:00.000      -3.28000         -411.100       50836.0        1.36000       1.84000       13.4300         -23
06-10-2015 01:55:00.000      -3.71000         -407.700       40101.0        1.52000       1.60000       13.4300         -23
06-10-2015 02:00:00.000      -1.70000         -407.200       36940.0        1.55000       1.54000       13.8500         -23
06-10-2015 02:05:00.000     -0.100000         -412.300       36469.0       0.100000       1.28000       14.0500         -22
06-10-2015 02:10:00.000      -1.13000         -405.600       40665.0       0.460000       1.25000       14.0400         -23
06-10-2015 02:15:00.000      -1.34000         -398.400       37267.0       0.540000       1.22000       14.1900         -23
06-10-2015 02:20:00.000     -0.850000         -407.800       38066.0       0.320000       1.19000       14.1100         -24
06-10-2015 02:25:00.000      -1.44000         -404.800       41217.0       0.580000       1.28000       13.9500         -23
06-10-2015 02:30:00.000      -1.36000         -400.600       56873.0       0.550000       1.74000       13.9300         -23
06-10-2015 02:35:00.000      -1.40000         -402.200       43604.0       0.550000       1.44000       13.7700         -23
06-10-2015 02:40:00.000      -1.55000         -406.400       51940.0       0.640000       1.58000       13.8100         -23
06-10-2015 02:45:00.000      -1.04000         -399.100       31368.0       0.440000       1.98000       13.7400         -22
06-10-2015 02:50:00.000     -0.920000         -403.400       44119.0       0.410000       1.45000       13.6500         -22
06-10-2015 02:55:00.000      -2.84000         -407.000       45117.0        1.16000       1.84000       13.3800         -22
06-10-2015 03:00:00.000      -3.37000         -406.600       36369.0        1.40000       1.93000       12.9800         -22
06-10-2015 03:05:00.000      -3.46000         -402.500       34620.0        1.40000       1.83000       13.1800         -21
06-10-2015 03:10:00.000      -3.56000         -408.800       36208.0        1.45000       1.74000       13.1100         -20
06-10-2015 03:15:00.000      -3.38000         -406.000       30169.0        1.37000       1.48000       13.3100         -19
06-10-2015 03:20:00.000      -3.42000         -405.500       35306.0        1.39000       1.42000       13.3400         -19
06-10-2015 03:25:00.000      -3.63000         -407.900       30652.0        1.48000       1.19000       13.3400         -19
06-10-2015 03:30:00.000      -4.18000         -413.200       26407.0        1.64000       1.50000       13.0200         -19
06-10-2015 03:35:00.000      -4.55000         -411.900       26033.0        1.88000       1.32000       12.9700         -19
06-10-2015 03:40:00.000      -4.70000         -417.700       28582.0        1.96000       1.49000       12.7300         -19
06-10-2015 03:45:00.000      -4.65000         -415.300       24763.0        1.94000       1.38000       12.8400         -20
06-10-2015 03:50:00.000      -4.64000         -410.800       26604.0        1.91000       1.38000       12.9400         -19
06-10-2015 03:55:00.000      -4.58000         -411.800       30964.0        1.89000       1.62000       12.7000         -17
06-10-2015 04:00:00.000      -4.58000         -413.500       29477.0        1.90000       1.62000       12.7000         -17
06-10-2015 04:05:00.000      -4.64000         -411.900       27800.0        1.92000       1.50000       12.8800         -17
06-10-2015 04:10:00.000      -4.59000         -412.300       27624.0        1.89000       1.57000       12.7700         -18
06-10-2015 04:15:00.000      -4.39000         -414.600       25903.0        1.82000       1.58000       12.8500         -19
06-10-2015 04:20:00.000      -4.38000         -419.200       26852.0        1.83000       1.58000       12.8400         -19
06-10-2015 04:25:00.000      -4.42000         -414.300       27616.0        1.83000       1.79000       12.6800         -20
06-10-2015 04:30:00.000      -4.39000         -413.100       30758.0        1.82000       1.83000       12.6600         -21
06-10-2015 04:35:00.000      -4.33000         -411.200       29637.0        1.79000       1.79000       12.7800         -22
06-10-2015 04:40:00.000      -4.05000         -403.800       23599.0        1.77000       1.39000       13.0600         -23
06-10-2015 04:45:00.000      -3.46000         -400.500       33869.0        1.37000       1.69000       12.9700         -24
06-10-2015 04:50:00.000      -2.98000         -401.900       41912.0        1.32000       2.10000       13.0000         -25
06-10-2015 04:55:00.000      -2.60000         -401.000       47856.0        1.04000       2.61000       12.9700         -24
06-10-2015 05:00:00.000      -2.47000         -400.500       42722.0       0.990000       2.46000       13.0000         -24
06-10-2015 05:05:00.000      -2.32000         -399.400       47798.0       0.930000       2.58000       12.9900         -24
06-10-2015 05:10:00.000      -2.71000         -400.100       38328.0        1.08000       2.22000       12.9600         -24
06-10-2015 05:15:00.000      -2.69000         -399.700       28132.0        1.07000       1.87000       13.0600         -25
06-10-2015 05:20:00.000      -2.37000         -398.200       39257.0       0.940000       2.23000       13.0000         -25
06-10-2015 05:25:00.000      -1.87000         -399.000       50480.0       0.750000       2.69000       12.9800         -25
06-10-2015 05:30:00.000      -2.11000         -399.100       33432.0       0.840000       2.14000       13.1800         -26
06-10-2015 05:35:00.000      -2.77000         -400.800       38027.0        1.27000       2.21000       12.9300         -27
06-10-2015 05:40:00.000      -2.93000         -401.900       29424.0        1.04000       1.96000       12.9300         -28
06-10-2015 05:45:00.000      -1.35000         -397.400       43610.0       0.540000       2.47000       13.0900         -28
06-10-2015 05:50:00.000      -1.61000         -395.000       39872.0       0.640000       2.09000       13.3100         -29
06-10-2015 05:55:00.000      -1.87000         -395.400       39167.0       0.740000       2.10000       13.1400         -29
06-10-2015 06:00:00.000      -2.15000         -397.100       38406.0       0.870000       2.08000       13.1000         -29
06-10-2015 06:05:00.000      -2.22000         -396.900       34190.0       0.880000       1.90000       13.1100         -29
