#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 5 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>Definitive 5minute
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            5minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                  
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_m
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html    
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_5min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 5 minute
#     LOGICAL_SOURCE                  omni_hro_5min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 5-minute IMF and Plasma, and Energetic Proton Fluxes,                       
#                                      Time-Shifted to the Nose  of the Earth's Bow Shock, plus Magnetic Indices                             
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_5min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/OMNI/PT5M
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Bz (nT), GSM, determined from post-shift GSE components
#  3. Vx Velocity (km/s), GSE
#  4. Temperature (K)
#  5. Electric Field (mV/m)
#       NOTES:  Derived parameters are obtained from the following equations. Electric field = -V(km/s) * Bz (nT; GSM) * 10**-3
#  6. Plasma beta
#       NOTES:  Derived parameters are obtained from the following equations. Plasma beta = [(T*4.16/10**5) + 5.34] * Np / B**2 (B in nT)
#  7. Bow Shock Nose (Re) location, X, GSE
#  8. SYM/H - 5-minute SYM/H index,from WDC Kyoto (1981/001-2017/059)
#
EPOCH_TIME                    BZ,_GSM VX_VELOCITY,_GSE   TEMPERATURE ELECTRIC_FIELD   PLASMA_BETA  X_(BSN),_GSE SYM/H_INDEX
dd-mm-yyyy hh:mm:ss.ms             nT             km/s             K           mV/m                          Re          nT
06-10-2015 10:50:00.000      -4.44000         -383.600       24680.0        1.71000       1.55000       12.9600           2
06-10-2015 10:55:00.000      -4.83000         -383.300       22081.0        1.84000       1.36000       13.0200           2
06-10-2015 11:00:00.000      -4.95000         -385.400       23053.0        1.92000       1.32000       13.0100           1
06-10-2015 11:05:00.000      -4.85000         -387.000       23515.0        1.88000       1.36000       12.9600           1
06-10-2015 11:10:00.000      -4.98000         -395.700       19163.0        1.99000       1.37000       12.7700           0
06-10-2015 11:15:00.000      -4.72000         -389.000       20574.0        1.84000       1.41000       12.8900           0
06-10-2015 11:20:00.000      -4.71000         -389.700       21854.0        1.84000       1.46000       12.9100          -1
06-10-2015 11:25:00.000      -4.52000         -381.500       25174.0        1.73000       1.39000       13.0400          -3
06-10-2015 11:30:00.000      -4.64000         -384.700       21700.0        1.79000       1.41000       12.9800          -4
06-10-2015 11:35:00.000      -4.51000         -389.000       19955.0        1.74000       1.40000       12.9500          -4
06-10-2015 11:40:00.000      -4.29000         -392.900       20990.0        1.69000       1.25000       13.1500          -5
06-10-2015 11:45:00.000      -4.85000         -383.700       17091.0        1.88000       1.21000       13.0300          -5
06-10-2015 11:50:00.000      -5.14000         -387.400       29021.0        2.00000       1.56000       12.6100          -5
06-10-2015 11:55:00.000      -5.29000         -390.700       22773.0        2.07000       1.41000       12.5800          -6
06-10-2015 12:00:00.000      -5.37000         -392.000       20963.0        2.11000       1.36000       12.5900          -6
06-10-2015 12:05:00.000      -4.48000         -388.800       20011.0        1.75000       1.26000       12.9700          -8
06-10-2015 12:10:00.000      -2.99000         -372.400       28015.0        1.29000       1.50000       13.2300          -8
06-10-2015 12:15:00.000      -4.89000         -376.600       25656.0        1.85000       1.44000       12.8200          -9
06-10-2015 12:20:00.000      -5.17000         -376.700       18154.0        1.96000       1.16000       13.0000         -10
06-10-2015 12:25:00.000      -5.41000         -380.700       24957.0        2.07000       1.34000       12.5500         -10
06-10-2015 12:30:00.000      -5.04000         -384.000       27024.0        1.94000      0.910000       12.7800         -11
06-10-2015 12:35:00.000      -4.31000         -384.600       24904.0        1.62000       1.42000       12.8300         -13
06-10-2015 12:40:00.000      -5.37000         -388.600       23748.0        2.09000       1.31000       12.7300         -13
06-10-2015 12:45:00.000      -5.02000         -388.500       21736.0        1.96000       1.39000       12.6300         -14
06-10-2015 12:50:00.000      -4.40000         -391.600       24610.0        1.72000       1.47000       12.4600         -15
06-10-2015 12:55:00.000      -4.83000         -387.700       30113.0        1.88000       1.52000       12.5400         -15
06-10-2015 13:00:00.000      -4.51000         -378.700       30326.0        1.71000       1.72000       12.7000         -16
06-10-2015 13:05:00.000      -4.67000         -372.600       36813.0        1.75000       1.68000       12.6200         -16
06-10-2015 13:10:00.000      -1.06000         -383.800       39089.0       0.390000       1.53000       13.0500         -16
06-10-2015 13:15:00.000     -0.130000         -385.200       30920.0      0.0500000       1.91000       13.3000         -16
06-10-2015 13:20:00.000     -0.830000         -378.900       34046.0       0.260000       1.95000       13.4600         -15
06-10-2015 13:25:00.000      -1.14000         -363.900       27373.0       0.460000       1.57000       13.6500         -13
06-10-2015 13:30:00.000      -2.53000         -366.800       30008.0       0.930000       1.49000       13.4600         -12
06-10-2015 13:35:00.000      -2.90000         -372.100       33686.0        1.07000       1.60000       13.2200         -13
06-10-2015 13:40:00.000      -2.76000         -362.800       35538.0        1.00000       1.67000       13.1200         -13
06-10-2015 13:45:00.000      -2.33000         -368.300       32095.0       0.860000       1.85000       12.7000         -14
06-10-2015 13:50:00.000      -2.47000         -366.500       42582.0       0.880000       2.09000       12.6400         -14
06-10-2015 13:55:00.000      -2.30000         -368.300       35960.0       0.850000       1.65000       12.8200         -14
06-10-2015 14:00:00.000      -2.26000         -367.800       37666.0       0.880000       1.77000       12.7300         -14
06-10-2015 14:05:00.000      -2.07000         -365.100       31247.0       0.760000       2.08000       12.1700         -14
06-10-2015 14:10:00.000      -2.30000         -371.600       30510.0       0.860000       2.17000       12.4100         -13
06-10-2015 14:15:00.000      -3.50000         -379.900       30200.0        1.33000       1.81000       12.6000         -13
06-10-2015 14:20:00.000      -1.71000         -372.600       43536.0       0.640000       2.00000       12.8200         -12
06-10-2015 14:25:00.000      -1.58000         -381.400       38695.0       0.620000       1.99000       12.6000         -13
06-10-2015 14:30:00.000      -1.95000         -378.600       36390.0        1.12000       2.44000       12.3800         -13
06-10-2015 14:35:00.000      -2.42000         -381.500       45441.0       0.920000       2.49000       12.8700         -13
06-10-2015 14:40:00.000      -4.26000         -384.000       25584.0        1.64000       1.74000       12.9300         -12
06-10-2015 14:45:00.000      -3.97000         -387.200       21443.0        1.58000       1.67000       12.9000         -13
06-10-2015 14:50:00.000      -4.18000         -383.600       27542.0        1.61000       1.84000       12.8300         -12
06-10-2015 14:55:00.000      -3.96000         -381.700       27000.0        1.60000       1.78000       12.8900         -12
06-10-2015 15:00:00.000      -4.18000         -378.900       30232.0        1.61000       1.52000       12.7000         -12
06-10-2015 15:05:00.000      -3.02000         -382.000       28450.0        1.09000       1.36000       12.8000         -12
06-10-2015 15:10:00.000     -0.560000         -381.700       30598.0       0.220000       1.42000       12.9100         -12
06-10-2015 15:15:00.000      -1.70000         -382.700       41441.0       0.650000       2.00000       12.7500         -13
06-10-2015 15:20:00.000     -0.550000         -380.500       34538.0      0.0900000       1.86000       12.9400         -13
06-10-2015 15:25:00.000      -1.42000         -383.000       51889.0       0.550000       5.77000       12.8200         -13
06-10-2015 15:30:00.000      -4.20000         -385.300       43727.0        1.62000       2.36000       12.8700         -13
06-10-2015 15:35:00.000      -5.10000         -389.500       22730.0        1.99000       1.14000       12.8700         -12
06-10-2015 15:40:00.000      -5.13000         -390.500       22038.0        2.01000       1.09000       12.8300         -12
06-10-2015 15:45:00.000      -5.00000         -393.100       19519.0        1.96000       1.04000       12.9400         -13
06-10-2015 15:50:00.000      -4.71000         -389.300       24363.0        1.84000       1.14000       12.8800         -13
06-10-2015 15:55:00.000      -4.98000         -388.600       22328.0        1.94000       1.06000       12.9200         -13
06-10-2015 16:00:00.000      -5.19000         -390.200       22174.0        2.03000       1.03000       12.8300         -13
06-10-2015 16:05:00.000      -5.47000         -390.900       23461.0        2.14000       1.20000       12.5100         -13
06-10-2015 16:10:00.000      -5.57000         -391.200       19130.0        2.19000       1.13000       12.5100         -13
06-10-2015 16:15:00.000      -5.48000         -393.400       19966.0        2.16000       1.19000       12.3500         -13
06-10-2015 16:20:00.000      -5.47000         -388.900       21507.0        2.13000       1.17000       12.5000         -14
06-10-2015 16:25:00.000      -5.57000         -389.600       20748.0        2.17000       1.14000       12.4600         -15
06-10-2015 16:30:00.000      -5.71000         -387.900       21026.0        2.21000       1.10000       12.5500         -16
06-10-2015 16:35:00.000      -5.62000         -387.000       18026.0        2.18000       1.04000       12.5700         -17
06-10-2015 16:40:00.000      -5.66000         -388.800       18393.0        2.20000       1.07000       12.4800         -17
06-10-2015 16:45:00.000      -5.75000         -389.600       18926.0        2.24000       1.12000       12.3800         -18
06-10-2015 16:50:00.000      -5.69000         -390.500       20967.0        2.23000       1.09000       12.4800         -19
06-10-2015 16:55:00.000      -5.66000         -387.100       17892.0        2.20000      0.980000       12.6400         -20
06-10-2015 17:00:00.000      -5.73000         -387.900       20251.0        2.23000       1.05000       12.4300         -20
06-10-2015 17:05:00.000      -5.67000         -388.500       19995.0        2.20000       1.06000       12.4300         -21
06-10-2015 17:10:00.000      -5.85000         -389.900       20562.0        2.28000       1.06000       12.4300         -22
06-10-2015 17:15:00.000      -5.77000         -391.500       19990.0        2.26000      0.940000       12.5200         -22
06-10-2015 17:20:00.000      -4.50000         -388.800       20493.0        1.89000       1.02000       12.9100         -23
06-10-2015 17:25:00.000      -4.61000         -368.900       20505.0        1.71000       1.11000       12.7700         -23
06-10-2015 17:30:00.000      -4.34000         -376.300       26723.0        1.63000       1.35000       12.5600         -24
06-10-2015 17:35:00.000      -4.22000         -380.100       23390.0        1.61000       1.31000       12.3700         -24
06-10-2015 17:40:00.000      -3.86000         -399.300       22828.0        1.54000       1.57000       12.0700         -25
06-10-2015 17:45:00.000      -3.76000         -397.700       23644.0        1.50000       1.59000       12.0700         -26
06-10-2015 17:50:00.000      -3.57000         -394.600       22054.0        1.42000       1.76000       12.0100         -26
06-10-2015 17:55:00.000      -2.85000         -394.400       21757.0        1.23000       1.85000       12.0900         -26
06-10-2015 18:00:00.000      -2.95000         -395.300       21668.0        1.17000       1.96000       12.0000         -27
06-10-2015 18:05:00.000      -2.60000         -394.300       19952.0        1.02000       1.85000       12.1000         -27
06-10-2015 18:10:00.000      -2.64000         -392.600       21088.0        1.05000       1.83000       12.1300         -26
06-10-2015 18:15:00.000      -2.52000         -394.400       21173.0        1.01000       1.82000       12.1400         -26
06-10-2015 18:20:00.000      -2.65000         -393.700       16852.0        1.05000       1.76000       12.0500         -26
06-10-2015 18:25:00.000      -3.16000         -392.600       18680.0        1.25000       1.88000       11.9100         -26
06-10-2015 18:30:00.000      -3.72000         -395.900       20215.0        1.48000       1.65000       11.9700         -27
06-10-2015 18:35:00.000      -3.85000         -390.100       19494.0        1.30000       1.69000       11.9100         -27
06-10-2015 18:40:00.000      -5.33000         -384.800       25607.0        2.04000       1.15000       11.9800         -28
06-10-2015 18:45:00.000      -5.35000          99999.9   1.00000E+07        999.990       999.990       12.2300         -28
06-10-2015 18:50:00.000      -5.13000         -380.900       24511.0        1.93000       1.04000       12.4000         -29
06-10-2015 18:55:00.000      -4.68000         -382.700       29275.0        1.79000       1.31000       12.1500         -29
06-10-2015 19:00:00.000      -4.45000         -384.000       28392.0        1.71000       1.29000       12.2700         -28
06-10-2015 19:05:00.000      -4.54000         -388.200       24750.0        1.77000       1.29000       12.1500         -28
06-10-2015 19:10:00.000      -4.63000         -389.500       25912.0        1.81000       1.33000       12.1100         -29
06-10-2015 19:15:00.000      -3.92000         -388.300       29125.0        1.58000       1.38000       12.1900         -29
06-10-2015 19:20:00.000      -5.08000         -392.300       29889.0        2.00000       1.31000       12.0200         -30
06-10-2015 19:25:00.000      -5.01000         -389.800       27712.0        1.94000       1.28000       12.0300         -31
06-10-2015 19:30:00.000      -4.84000         -390.000       32455.0        1.89000       1.42000       11.9800         -32
06-10-2015 19:35:00.000      -5.04000         -384.900       30094.0        1.95000       1.27000       12.1200         -32
06-10-2015 19:40:00.000      -5.00000         -382.800       28578.0        1.91000       1.16000       12.2100         -33
06-10-2015 19:45:00.000      -5.99000         -392.300       32146.0        2.36000       1.39000       11.7000         -33
06-10-2015 19:50:00.000      -5.96000         -391.600       28511.0        2.34000       1.30000       11.8200         -33
06-10-2015 19:55:00.000      -6.27000         -388.200       34298.0        2.44000       1.59000       11.6100         -33
06-10-2015 20:00:00.000      -5.79000         -386.000       34249.0        2.25000       1.34000       11.7800         -34
06-10-2015 20:05:00.000      -5.59000         -388.800       26127.0        2.18000       1.14000       11.9400         -35
06-10-2015 20:10:00.000      -4.88000         -387.700       21641.0        1.90000      0.950000       12.2900         -34
06-10-2015 20:15:00.000      -5.27000         -388.900       33689.0        2.06000       1.25000       12.0400         -35
06-10-2015 20:20:00.000      -6.22000         -387.800       39524.0        2.42000       1.24000       11.8500         -33
06-10-2015 20:25:00.000      -6.60000         -388.300       35655.0        2.57000       1.30000       11.6400         -35
06-10-2015 20:30:00.000      -7.11000         -393.000       37714.0        2.80000       1.06000       11.5400         -33
06-10-2015 20:35:00.000      -7.40000         -393.900       33755.0        2.92000       1.09000       11.3600         -32
06-10-2015 20:40:00.000      -5.51000         -387.000       40867.0        2.04000       1.15000       11.5900         -32
06-10-2015 20:45:00.000      -4.79000         -395.400       39527.0        1.81000       1.20000       11.6000         -33
06-10-2015 20:50:00.000      -5.80000         -395.700       44691.0        2.25000       1.11000       11.6300         -33
06-10-2015 20:55:00.000      -5.89000         -395.900       39684.0        2.35000       1.00000       11.4100         -35
06-10-2015 21:00:00.000      -5.59000         -398.300       36046.0        2.24000      0.880000       11.6600         -35
06-10-2015 21:05:00.000      -4.85000         -400.400       40089.0        2.03000      0.860000       11.8300         -36
06-10-2015 21:10:00.000      -3.99000         -396.500       34059.0        1.44000      0.790000       11.9900         -38
06-10-2015 21:15:00.000      -3.70000         -392.400       40492.0        1.46000      0.970000       11.9100         -38
06-10-2015 21:20:00.000      -2.93000         -397.900       33506.0        1.17000      0.960000       11.9400         -37
06-10-2015 21:25:00.000      -4.16000         -396.300       33583.0        1.98000      0.880000       11.7600         -35
06-10-2015 21:30:00.000      -4.72000         -397.300       37137.0        1.89000      0.880000       11.6900         -34
06-10-2015 21:35:00.000      -1.96000         -393.000       38551.0       0.780000      0.800000       12.2700         -34
06-10-2015 21:40:00.000      -2.09000         -390.200       59151.0       0.810000       1.04000       12.2300         -34
06-10-2015 21:45:00.000      -4.29000         -392.800       67751.0        1.70000       1.69000       11.1400         -33
06-10-2015 21:50:00.000      -5.21000         -398.300       62888.0        2.08000       1.71000       10.6900         -32
06-10-2015 21:55:00.000      -3.60000         -391.600       90517.0        1.47000       2.20000       11.0200         -32
06-10-2015 22:00:00.000      -4.20000          99999.9   1.00000E+07        999.990       999.990       10.8800         -31
06-10-2015 22:05:00.000      -2.50000         -384.600       80114.0        1.02000       1.75000       11.1700         -31
06-10-2015 22:10:00.000       2.56000         -391.100       44259.0     -0.0600000       1.54000       11.1700         -33
06-10-2015 22:15:00.000      0.400000         -395.400       50418.0      -0.160000      0.900000       11.7000         -35
06-10-2015 22:20:00.000       1.06000         -395.300       50964.0      -0.420000      0.980000       11.6800         -37
06-10-2015 22:25:00.000       1.03000         -389.700       49067.0      -0.410000      0.950000       11.8500         -37
06-10-2015 22:30:00.000      0.640000         -388.400       24882.0      -0.130000      0.570000       12.2500         -37
06-10-2015 22:35:00.000       2.13000         -412.200       50600.0       -1.29000      0.980000       11.8300         -37
06-10-2015 22:40:00.000       1.89000         -406.700       57679.0      -0.590000       1.20000       11.5300         -37
06-10-2015 22:45:00.000      -6.56000         -405.900       59156.0        2.68000       1.56000       10.3600         -37
06-10-2015 22:50:00.000      -2.69000         -391.800       83604.0        1.06000       1.70000       11.1700         -35
06-10-2015 22:55:00.000      -2.53000         -411.000       70245.0        1.05000       2.05000       10.9800         -32
06-10-2015 23:00:00.000      -3.17000         -400.800       110781.        1.28000       2.83000       10.8200         -28
06-10-2015 23:05:00.000      -3.07000         -393.200       123261.        1.05000       2.61000       10.9500         -28
06-10-2015 23:10:00.000      -1.39000         -383.500       97569.0       0.490000       1.83000       11.3700         -29
06-10-2015 23:15:00.000      -1.63000         -382.000       78479.0       0.610000       1.80000       11.2000         -28
06-10-2015 23:20:00.000      -1.40000         -388.400       53618.0       0.410000       1.44000       11.1700         -27
06-10-2015 23:25:00.000     -0.290000          99999.9   1.00000E+07        999.990       999.990       11.3600         -27
06-10-2015 23:30:00.000     0.0400000          99999.9   1.00000E+07        999.990       999.990       11.4600         -26
06-10-2015 23:35:00.000      0.290000          99999.9   1.00000E+07        999.990       999.990       11.5500         -26
06-10-2015 23:40:00.000      0.480000         -392.900       70515.0      -0.210000       1.18000       11.6000         -25
06-10-2015 23:45:00.000      0.550000          99999.9   1.00000E+07        999.990       999.990       11.6200         -24
06-10-2015 23:50:00.000      0.860000         -389.800       64880.0      -0.300000       1.13000       11.6800         -22
06-10-2015 23:55:00.000    -0.0300000         -391.300       61028.0      0.0200000       1.03000       11.6800         -21
07-10-2015 00:00:00.000       1.25000         -387.900       63668.0      -0.440000       1.17000       11.6700         -22
07-10-2015 00:05:00.000      0.930000         -388.200       72976.0      -0.130000       1.19000       11.7000         -23
07-10-2015 00:10:00.000       1.49000         -397.000       65339.0      -0.740000       1.05000       11.7600         -24
07-10-2015 00:15:00.000       1.76000         -391.800       61270.0      -0.690000       1.10000       11.7300         -23
07-10-2015 00:20:00.000      0.690000         -388.800       67234.0       0.420000       1.09000       11.6600         -22
07-10-2015 00:25:00.000      0.870000         -388.400       50378.0      -0.360000       1.23000       11.4800         -22
07-10-2015 00:30:00.000     -0.730000         -386.100       58509.0       0.360000      0.990000       11.7300         -21
07-10-2015 00:35:00.000      -1.73000         -384.300       67458.0       0.650000       1.06000       11.8400         -20
07-10-2015 00:40:00.000      -2.14000         -390.300       36272.0       0.840000      0.710000       11.9200         -20
07-10-2015 00:45:00.000      -2.10000         -386.900       45686.0       0.830000      0.820000       11.8100         -19
07-10-2015 00:50:00.000      -2.81000         -386.200       38738.0       0.900000      0.770000       11.6300         -18
07-10-2015 00:55:00.000      -2.82000         -382.200       47362.0        1.09000      0.920000       11.6300         -19
07-10-2015 01:00:00.000      -5.01000         -380.800       53592.0        1.93000      0.990000       11.1700         -19
07-10-2015 01:05:00.000      -4.60000         -379.700       55267.0        1.77000       1.05000       11.0500         -18
07-10-2015 01:10:00.000      -4.23000         -374.800       37359.0        1.61000       1.34000       10.9600         -17
07-10-2015 01:15:00.000      -3.59000         -378.600       49369.0        1.37000       1.45000       11.1500         -16
07-10-2015 01:20:00.000      -1.82000         -381.300       26368.0       0.790000      0.910000       11.6600         -14
07-10-2015 01:25:00.000      -1.55000          99999.9   1.00000E+07        999.990       999.990       11.1500         -13
07-10-2015 01:30:00.000      -1.55000         -377.700       38146.0       0.640000       1.67000       11.1200         -14
07-10-2015 01:35:00.000      -1.76000         -375.700       45355.0       0.710000       1.82000       11.1100         -15
07-10-2015 01:40:00.000      -2.35000         -381.800       38834.0       0.990000       1.28000       11.3300         -15
07-10-2015 01:45:00.000      -5.50000         -382.000       31525.0        2.14000       1.44000       10.8200         -15
07-10-2015 01:50:00.000      -6.91000         -384.500       31994.0        2.69000       1.20000       10.6200         -13
07-10-2015 01:55:00.000      -1.44000         -387.700       38727.0       0.560000      0.980000       11.4300         -16
07-10-2015 02:00:00.000      -2.77000         -385.900       40296.0        1.08000       1.29000       11.1200         -17
07-10-2015 02:05:00.000      -1.32000         -391.100       21310.0       0.520000       1.15000       11.0400         -15
07-10-2015 02:10:00.000      -1.10000         -394.100       20358.0       0.440000       1.38000       10.7700         -15
07-10-2015 02:15:00.000      -2.42000         -395.600       17974.0       0.970000       1.52000       10.6500         -14
07-10-2015 02:20:00.000      -1.69000         -395.500       15320.0       0.680000       1.96000       10.4200         -12
07-10-2015 02:25:00.000      -2.50000         -390.900       12052.0       0.990000       1.54000       10.4800          -9
07-10-2015 02:30:00.000      -2.50000         -388.400       13460.0       0.890000       1.67000       10.3300          -9
07-10-2015 02:35:00.000      -4.03000         -389.100       18692.0        1.59000       2.82000       9.95000         -10
07-10-2015 02:40:00.000      -1.66000         -388.500       19424.0       0.650000       2.04000       10.4400          -8
07-10-2015 02:45:00.000     0.0500000         -389.800       24970.0     -0.0200000       1.51000       10.6400         -12
07-10-2015 02:50:00.000      0.430000         -384.800       21046.0      -0.140000       1.32000       10.8600         -13
07-10-2015 02:55:00.000       1.41000         -381.400       18719.0      -0.180000       1.18000       10.8300         -12
07-10-2015 03:00:00.000       1.47000         -388.700       26618.0      -0.470000       1.69000       10.6000         -12
07-10-2015 03:05:00.000      -1.06000         -391.100       28907.0       0.420000       1.85000       10.4200         -11
07-10-2015 03:10:00.000      -1.24000         -393.900       47406.0       0.500000       1.38000       10.9300          -9
07-10-2015 03:15:00.000      -2.21000         -393.300       47873.0       0.880000       1.29000       10.8400          -8
07-10-2015 03:20:00.000      -5.91000         -400.900       65290.0        2.40000       1.56000       10.3100         -12
07-10-2015 03:25:00.000      -6.81000         -404.900       78929.0        2.78000       1.29000       9.97000         -17
07-10-2015 03:30:00.000      -9.29000         -419.600       59911.0        3.91000      0.560000       10.2400         -20
07-10-2015 03:35:00.000      -9.64000         -421.800       47505.0        4.08000      0.440000       10.3400         -18
07-10-2015 03:40:00.000      -9.21000         -420.400       51539.0        3.83000      0.480000       10.3100         -17
07-10-2015 03:45:00.000      -8.69000         -420.000       47804.0        3.67000      0.450000       10.4800         -18
07-10-2015 03:50:00.000      -9.29000         -422.900       47675.0        3.95000      0.410000       10.5600         -20
07-10-2015 03:55:00.000      -9.30000         -422.200       60237.0        3.95000      0.430000       10.6800         -23
07-10-2015 04:00:00.000      -9.17000         -427.700       38378.0        3.94000      0.280000       11.2300         -27
07-10-2015 04:05:00.000      -8.86000         -428.300       46637.0        3.81000      0.320000       11.2000         -29
07-10-2015 04:10:00.000      -8.93000         -429.700       62278.0        3.86000      0.400000       10.8500         -29
07-10-2015 04:15:00.000      -8.68000         -427.900       64281.0        3.75000      0.490000       10.5200         -31
07-10-2015 04:20:00.000      -8.28000         -427.500       53976.0        3.55000      0.510000       10.5600         -32
07-10-2015 04:25:00.000      -8.54000         -427.000       45159.0        3.67000      0.450000       10.3900         -35
07-10-2015 04:30:00.000      -8.95000         -432.700       76245.0        3.83000      0.590000       10.3500         -38
07-10-2015 04:35:00.000      -8.42000         -432.000       71811.0        3.65000      0.520000       10.7100         -40
07-10-2015 04:40:00.000      -7.91000         -432.200       77853.0        3.41000      0.500000       10.8200         -43
07-10-2015 04:45:00.000      -8.62000         -429.300       65534.0        3.73000      0.520000       10.4400         -46
07-10-2015 04:50:00.000      -8.77000         -427.500       74344.0        3.75000      0.420000       10.8000         -49
07-10-2015 04:55:00.000      -8.84000         -426.800       70762.0        3.79000      0.410000       10.6300         -51
07-10-2015 05:00:00.000      -9.49000         -426.900       52816.0        4.08000      0.330000       10.8200         -51
07-10-2015 05:05:00.000      -9.37000         -422.400       31258.0        3.99000      0.480000       10.0800         -53
07-10-2015 05:10:00.000      -7.20000         -429.100       63417.0        3.11000      0.450000       10.7200         -52
07-10-2015 05:15:00.000      -6.58000         -434.000       56588.0        2.88000      0.450000       10.6800         -51
07-10-2015 05:20:00.000      -6.31000         -428.700       65700.0        2.73000      0.430000       10.9100         -49
07-10-2015 05:25:00.000      -6.85000         -423.800       60934.0        2.95000      0.370000       10.9900         -50
07-10-2015 05:30:00.000      -7.14000         -429.400       64947.0        3.16000      0.430000       11.0300         -50
07-10-2015 05:35:00.000      -7.87000         -434.000       42959.0        3.41000      0.270000       11.0800         -50
07-10-2015 05:40:00.000      -7.30000         -432.500       53075.0        3.19000      0.320000       11.1500         -54
07-10-2015 05:45:00.000      -7.41000         -437.200       81788.0        3.25000      0.330000       11.3100         -58
07-10-2015 05:50:00.000      -7.05000         -439.400       68416.0        3.11000      0.260000       11.1900         -61
07-10-2015 05:55:00.000      -7.90000         -444.500       79082.0        3.59000      0.300000       11.1400         -64
07-10-2015 06:00:00.000      -8.77000         -447.600       82540.0        3.95000      0.310000       11.0000         -64
07-10-2015 06:05:00.000      -7.43000         -445.600       95158.0        3.33000      0.420000       11.0400         -63
07-10-2015 06:10:00.000      -6.98000         -446.200       109196.        3.13000      0.400000       11.1200         -64
07-10-2015 06:15:00.000      -7.35000         -441.000       104214.        3.21000      0.460000       11.0000         -65
07-10-2015 06:20:00.000      -8.92000         -459.800       83943.0        4.09000      0.340000       11.0400         -67
07-10-2015 06:25:00.000      -8.47000         -461.400       96189.0        3.92000      0.330000       11.3000         -69
07-10-2015 06:30:00.000      -8.18000         -459.900       102020.        3.78000      0.350000       11.2500         -68
07-10-2015 06:35:00.000      -8.01000         -457.900       94973.0        3.68000      0.350000       11.2700         -69
07-10-2015 06:40:00.000      -7.96000         -460.600       69079.0        3.68000      0.310000       11.0600         -71
07-10-2015 06:45:00.000      -6.51000         -461.700       59019.0        3.02000      0.260000       11.8100         -72
07-10-2015 06:50:00.000      -6.72000         -459.600       96574.0        3.09000      0.340000       11.4600         -74
07-10-2015 06:55:00.000      -5.84000         -462.800       68293.0        2.71000      0.270000       11.8800         -75
07-10-2015 07:00:00.000      -5.40000         -459.700       49495.0        2.47000      0.190000       12.1700         -76
07-10-2015 07:05:00.000      -5.18000         -462.600       46576.0        2.40000      0.210000       12.0400         -78
07-10-2015 07:10:00.000      -7.08000         -457.100       77947.0        3.25000      0.310000       11.3500         -79
07-10-2015 07:15:00.000      -8.35000         -461.500       87246.0        3.73000      0.280000       11.4800         -80
07-10-2015 07:20:00.000      -9.15000         -461.600       85204.0        4.24000      0.270000       11.4700         -81
07-10-2015 07:25:00.000      -9.26000         -460.800       64442.0        4.31000      0.210000       11.6600         -81
